ds,AR_Ref,AR_Design,FA_CodeFamille,FA_Intitule,y,StockFinal,jour_semaine,mois,trimestre,annee,is_weekend,is_fin_mois,is_debut_mois
2023-04-27,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,4,2,2023,0,1,0
2023-04-28,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,4,2,2023,0,1,0
2023-04-29,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,4,2,2023,1,1,0
2023-04-30,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,4,2,2023,1,1,0
2023-05-01,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,5,2,2023,0,0,1
2023-05-02,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,5,2,2023,0,0,1
2023-05-03,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,5,2,2023,0,0,1
2023-05-04,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,5,2,2023,0,0,1
2023-05-05,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,5,2,2023,0,0,1
2023-05-06,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,5,2,2023,1,0,0
2023-05-07,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,5,2,2023,1,0,0
2023-05-08,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,5,2,2023,0,0,0
2023-05-09,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,5,2,2023,0,0,0
2023-05-10,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,5,2,2023,0,0,0
2023-05-11,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,5,2,2023,0,0,0
2023-05-12,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,5,2,2023,0,0,0
2023-05-13,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,5,2,2023,1,0,0
2023-05-14,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,5,2,2023,1,0,0
2023-05-15,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,5,2,2023,0,0,0
2023-05-16,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,5,2,2023,0,0,0
2023-05-17,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,5,2,2023,0,0,0
2023-05-18,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,5,2,2023,0,0,0
2023-05-19,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,5,2,2023,0,0,0
2023-05-20,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,5,2,2023,1,0,0
2023-05-21,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,5,2,2023,1,0,0
2023-05-22,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,5,2,2023,0,0,0
2023-05-23,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,5,2,2023,0,0,0
2023-05-24,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,5,2,2023,0,0,0
2023-05-25,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,5,2,2023,0,1,0
2023-05-26,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,5,2,2023,0,1,0
2023-05-27,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,5,2,2023,1,1,0
2023-05-28,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,5,2,2023,1,1,0
2023-05-29,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,5,2,2023,0,1,0
2023-05-30,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,5,2,2023,0,1,0
2023-05-31,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,5,2,2023,0,1,0
2023-06-01,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,6,2,2023,0,0,1
2023-06-02,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,6,2,2023,0,0,1
2023-06-03,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,6,2,2023,1,0,1
2023-06-04,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,6,2,2023,1,0,1
2023-06-05,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,6,2,2023,0,0,1
2023-06-06,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,6,2,2023,0,0,0
2023-06-07,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,6,2,2023,0,0,0
2023-06-08,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,6,2,2023,0,0,0
2023-06-09,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,6,2,2023,0,0,0
2023-06-10,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,6,2,2023,1,0,0
2023-06-11,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,6,2,2023,1,0,0
2023-06-12,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,6,2,2023,0,0,0
2023-06-13,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,6,2,2023,0,0,0
2023-06-14,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,6,2,2023,0,0,0
2023-06-15,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,6,2,2023,0,0,0
2023-06-16,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,6,2,2023,0,0,0
2023-06-17,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,6,2,2023,1,0,0
2023-06-18,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,6,2,2023,1,0,0
2023-06-19,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,6,2,2023,0,0,0
2023-06-20,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,6,2,2023,0,0,0
2023-06-21,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,6,2,2023,0,0,0
2023-06-22,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,6,2,2023,0,0,0
2023-06-23,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,6,2,2023,0,0,0
2023-06-24,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,6,2,2023,1,0,0
2023-06-25,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,6,2,2023,1,1,0
2023-06-26,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,6,2,2023,0,1,0
2023-06-27,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,6,2,2023,0,1,0
2023-06-28,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,6,2,2023,0,1,0
2023-06-29,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,6,2,2023,0,1,0
2023-06-30,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,6,2,2023,0,1,0
2023-07-01,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,7,3,2023,1,0,1
2023-07-02,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,7,3,2023,1,0,1
2023-07-03,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,7,3,2023,0,0,1
2023-07-04,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,7,3,2023,0,0,1
2023-07-05,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,7,3,2023,0,0,1
2023-07-06,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,7,3,2023,0,0,0
2023-07-07,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,7,3,2023,0,0,0
2023-07-08,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,7,3,2023,1,0,0
2023-07-09,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,7,3,2023,1,0,0
2023-07-10,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,7,3,2023,0,0,0
2023-07-11,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,7,3,2023,0,0,0
2023-07-12,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,7,3,2023,0,0,0
2023-07-13,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,7,3,2023,0,0,0
2023-07-14,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,7,3,2023,0,0,0
2023-07-15,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,7,3,2023,1,0,0
2023-07-16,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,7,3,2023,1,0,0
2023-07-17,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,7,3,2023,0,0,0
2023-07-18,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,7,3,2023,0,0,0
2023-07-19,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,7,3,2023,0,0,0
2023-07-20,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,7,3,2023,0,0,0
2023-07-21,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,7,3,2023,0,0,0
2023-07-22,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,7,3,2023,1,0,0
2023-07-23,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,7,3,2023,1,0,0
2023-07-24,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,7,3,2023,0,0,0
2023-07-25,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,7,3,2023,0,1,0
2023-07-26,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,7,3,2023,0,1,0
2023-07-27,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,7,3,2023,0,1,0
2023-07-28,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,7,3,2023,0,1,0
2023-07-29,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,7,3,2023,1,1,0
2023-07-30,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,7,3,2023,1,1,0
2023-07-31,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,7,3,2023,0,1,0
2023-08-01,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,8,3,2023,0,0,1
2023-08-02,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,8,3,2023,0,0,1
2023-08-03,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,8,3,2023,0,0,1
2023-08-04,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,8,3,2023,0,0,1
2023-08-05,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,8,3,2023,1,0,1
2023-08-06,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,8,3,2023,1,0,0
2023-08-07,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,8,3,2023,0,0,0
2023-08-08,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,8,3,2023,0,0,0
2023-08-09,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,8,3,2023,0,0,0
2023-08-10,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,8,3,2023,0,0,0
2023-08-11,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,8,3,2023,0,0,0
2023-08-12,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,8,3,2023,1,0,0
2023-08-13,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,8,3,2023,1,0,0
2023-08-14,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,8,3,2023,0,0,0
2023-08-15,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,8,3,2023,0,0,0
2023-08-16,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,8,3,2023,0,0,0
2023-08-17,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,8,3,2023,0,0,0
2023-08-18,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,8,3,2023,0,0,0
2023-08-19,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,8,3,2023,1,0,0
2023-08-20,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,8,3,2023,1,0,0
2023-08-21,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,8,3,2023,0,0,0
2023-08-22,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,8,3,2023,0,0,0
2023-08-23,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,8,3,2023,0,0,0
2023-08-24,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,8,3,2023,0,0,0
2023-08-25,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,8,3,2023,0,1,0
2023-08-26,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,8,3,2023,1,1,0
2023-08-27,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,8,3,2023,1,1,0
2023-08-28,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,8,3,2023,0,1,0
2023-08-29,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,8,3,2023,0,1,0
2023-08-30,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,8,3,2023,0,1,0
2023-08-31,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,8,3,2023,0,1,0
2023-09-01,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,9,3,2023,0,0,1
2023-09-02,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,9,3,2023,1,0,1
2023-09-03,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,9,3,2023,1,0,1
2023-09-04,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,9,3,2023,0,0,1
2023-09-05,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,9,3,2023,0,0,1
2023-09-06,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,9,3,2023,0,0,0
2023-09-07,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,9,3,2023,0,0,0
2023-09-08,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,9,3,2023,0,0,0
2023-09-09,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,9,3,2023,1,0,0
2023-09-10,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,9,3,2023,1,0,0
2023-09-11,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,9,3,2023,0,0,0
2023-09-12,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,9,3,2023,0,0,0
2023-09-13,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,9,3,2023,0,0,0
2023-09-14,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,9,3,2023,0,0,0
2023-09-15,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,9,3,2023,0,0,0
2023-09-16,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,9,3,2023,1,0,0
2023-09-17,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,9,3,2023,1,0,0
2023-09-18,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,9,3,2023,0,0,0
2023-09-19,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,9,3,2023,0,0,0
2023-09-20,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,9,3,2023,0,0,0
2023-09-21,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,3,9,3,2023,0,0,0
2023-09-22,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,4,9,3,2023,0,0,0
2023-09-23,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,5,9,3,2023,1,0,0
2023-09-24,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,6,9,3,2023,1,0,0
2023-09-25,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,0,9,3,2023,0,1,0
2023-09-26,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,1,9,3,2023,0,1,0
2023-09-27,VCA50,VATIKA NATURALS CACTUS ENRICHED HAIR OIL 50 ML,ENRICHED,ENRICHED HAIR OIL,0.0,0.0,2,9,3,2023,0,1,0
